Date,Site,Transect,Distance,Spp.,Height (m),Seedling?,Species Counts,morphology
9/8/2011,SBLAS,1,5,AGMA,0.3,,101,tree
9/8/2011,SBLAS,2,49.8,AGMA,2.4,,101,tree
9/8/2011,SBLAS,2,46.4,AGMA,2.5,,101,tree
9/8/2011,SBLAS,2,45.5,AGMA,2.2,,101,tree
9/8/2011,SBLAS,2,35.9,AGMA,0.4,,101,tree
9/8/2011,SBLAS,2,35.4,AGMA,1.1,,101,tree
9/8/2011,SBLAS,2,35.3,AGMA,1.8,,101,tree
9/8/2011,SBLAS,2,29,AGMA,7.2,,101,tree
9/8/2011,SBLAS,2,28.7,AGMA,3.9,,101,tree
9/8/2011,SBLAS,2,28.3,AGMA,7,,101,tree
9/8/2011,SBLAS,2,17.4,AGMA,6.5,,101,tree
9/8/2011,SBLAS,2,1.4,AGMA,0.4,,101,tree
7/19/2011,SWITCHBACKS,2,49.3,AGMA,,1,34,tree
7/19/2011,SWITCHBACKS,2,38.1,AGMA,,1,34,tree
7/19/2011,SWITCHBACKS,2,32.1,AGMA,,1,34,tree
7/19/2011,SWITCHBACKS,2,48.1,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,38,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,37,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,36.7,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,34.7,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,31,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,30.7,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,30,AGMA,,2,34,tree
7/19/2011,SWITCHBACKS,2,35.6,AGMA,,3,34,tree
7/19/2011,SWITCHBACKS,2,30,AGMA,,3,34,tree
7/19/2011,SWITCHBACKS,2,29,AGMA,,3,34,tree
7/19/2011,SWITCHBACKS,2,29,AGMA,,3,34,tree
7/19/2011,SWITCHBACKS,2,28,AGMA,,3,34,tree
9/1/2011,TANGISON,1,33.3,AGMA,,1,113,tree
9/1/2011,TANGISON,1,21.9,AGMA,,1,113,tree
9/1/2011,TANGISON,1,14.9,AGMA,,1,113,tree
9/1/2011,TANGISON,1,13.6,AGMA,,1,113,tree
9/1/2011,TANGISON,1,4.1,AGMA,,1,113,tree
9/1/2011,TANGISON,2,1.3,AGMA,,1,113,tree
9/1/2011,TANGISON,1,16,AGMA,,2,113,tree
9/1/2011,TANGISON,1,15,AGMA,,2,113,tree
9/1/2011,TANGISON,1,14.4,AGMA,,2,113,tree
9/1/2011,TANGISON,1,6.9,AGMA,,2,113,tree
9/1/2011,TANGISON,2,6,AGMA,,2,113,tree
9/1/2011,TANGISON,2,4,AGMA,,2,113,tree
9/1/2011,TANGISON,1,23.2,AGMA,,3,113,tree
9/1/2011,TANGISON,1,17,AGMA,,3,113,tree
9/1/2011,TANGISON,1,16,AGMA,,3,113,tree
9/1/2011,TANGISON,1,10.9,AGMA,,3,113,tree
9/1/2011,TANGISON,2,6.5,AGMA,,3,113,tree
9/1/2011,TANGISON,2,6.1,AGMA,,3,113,tree
9/1/2011,TANGISON,2,6.5,AGMA,,3,113,tree
9/1/2011,TANGISON,2,6.1,AGMA,,3,113,tree
9/1/2011,TANGISON,2,5,AGMA,,3,113,tree
9/1/2011,TANGISON,2,5,AGMA,,3,113,tree
9/1/2011,TANGISON,1,21,AGMA,,4,113,tree
9/1/2011,TANGISON,1,20,AGMA,,4,113,tree
9/1/2011,TANGISON,1,20,AGMA,,4,113,tree
9/1/2011,TANGISON,1,19,AGMA,,4,113,tree
9/1/2011,TANGISON,1,18,AGMA,,10,113,tree
9/1/2011,TANGISON,1,19,AGMA,,11,113,tree
9/1/2011,TANGISON,1,17,AGMA,,12,113,tree
9/1/2011,TANGISON,1,18,AGMA,,13,113,tree
9/1/2011,TANGISON,1,29.3,AGMA,7.2,,113,tree
9/1/2011,TANGISON,1,19.4,AGMA,9,,113,tree
9/1/2011,TANGISON,1,13.2,AGMA,7,,113,tree
10/6/2011,TARTOP,1,44.4,AGMA,,1,48,tree
10/6/2011,TARTOP,1,22.1,AGMA,,1,48,tree
10/6/2011,TARTOP,1,20.8,AGMA,,1,48,tree
10/6/2011,TARTOP,1,14.7,AGMA,,1,48,tree
10/6/2011,TARTOP,2,48.8,AGMA,,1,48,tree
10/6/2011,TARTOP,2,48.1,AGMA,,1,48,tree
10/6/2011,TARTOP,2,41.7,AGMA,,1,48,tree
10/6/2011,TARTOP,2,38,AGMA,,1,48,tree
10/6/2011,TARTOP,2,35.6,AGMA,,1,48,tree
10/6/2011,TARTOP,2,35,AGMA,,1,48,tree
10/6/2011,TARTOP,2,34.7,AGMA,,1,48,tree
10/6/2011,TARTOP,2,34.4,AGMA,,1,48,tree
10/6/2011,TARTOP,2,0.8,AGMA,,1,48,tree
10/6/2011,TARTOP,1,19.3,AGMA,,2,48,tree
10/6/2011,TARTOP,2,42.4,AGMA,,2,48,tree
10/6/2011,TARTOP,2,35.5,AGMA,,2,48,tree
10/6/2011,TARTOP,2,34.1,AGMA,,2,48,tree
10/6/2011,TARTOP,2,33,AGMA,,2,48,tree
10/6/2011,TARTOP,2,32.5,AGMA,,2,48,tree
10/6/2011,TARTOP,2,35.8,AGMA,,3,48,tree
10/6/2011,TARTOP,2,33.5,AGMA,,3,48,tree
10/6/2011,TARTOP,2,0.4,AGMA,,3,48,tree
10/6/2011,TARTOP,1,38.5,AGMA,9,,48,tree
10/6/2011,TARTOP,1,37.7,AGMA,8.2,,48,tree
10/6/2011,TARTOP,1,31.6,AGMA,7.5,,48,tree
10/6/2011,TARTOP,1,28.6,AGMA,6.1,,48,tree
10/6/2011,TARTOP,1,21.7,AGMA,8,,48,tree
10/6/2011,TARTOP,1,13.5,AGMA,6.5,,48,tree
10/6/2011,TARTOP,1,13.2,AGMA,7.8,,48,tree
10/6/2011,TARTOP,1,6.6,AGMA,8.1,,48,tree
10/6/2011,TARTOP,1,0.2,AGMA,10,,48,tree
10/6/2011,TARTOP,2,46.1,AGMA,6.5,,48,tree
10/6/2011,TARTOP,2,40.4,AGMA,1.1,,48,tree
10/6/2011,TARTOP,2,37.4,AGMA,8.9,,48,tree
10/6/2011,TARTOP,2,22.1,AGMA,2,,48,tree
10/6/2011,TARTOP,2,15.6,AGMA,1.5,,48,tree
9/1/2011,TANGISON,2,6.7,AICO,1.8,,1,tree
9/1/2011,TANGISON,1,33,ARMA,12,,1,tree
10/5/2011,AAFB GOLF,1,42.8,Asplenium nidus,0.05,,2,fern
10/5/2011,AAFB GOLF,1,41.4,Asplenium nidus,0.05,,2,fern
9/29/2011,HMU,2,2.1,Asplenium nidus,,,1,fern
11-Jul,RACETRACK,1,28,Asplenium nidus,,,11,fern
11-Jul,RACETRACK,1,16.7,Asplenium nidus,,,11,fern
11-Jul,RACETRACK,2,49.5,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,49.5,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,47.9,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,47.1,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,46.2,Asplenium nidus,0.2,,11,fern
11-Jul,RACETRACK,2,45.8,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,45.2,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,44.6,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,2,44.3,Asplenium nidus,0.1,,11,fern
11-Jul,RACETRACK,1,19.3,Asplenium nidus,,,1,fern
11-Jul,RITD GRID,1,44.4,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,44.1,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,44,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,44,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,42.9,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,41,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,41,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,41,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,39.8,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,38,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,38,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,38,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,37,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,37,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,37,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,36.6,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,36.6,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,34.2,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,34,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,28.1,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,22.1,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,1,16,Asplenium nidus,0.1,,23,fern
11-Jul,RITD GRID,2,4,Asplenium nidus,,,23,fern
9/8/2011,SBLAS,1,32.3,Asplenium nidus,0.05,,4,fern
9/8/2011,SBLAS,1,17.9,Asplenium nidus,0.05,,4,fern
9/8/2011,SBLAS,1,7.3,Asplenium nidus,0.2,,4,fern
9/8/2011,SBLAS,1,50,Asplenium nidus,?,,4,fern
7/27/2011,ANAO S,2,48.6,Asplenium nidus,,,1,fern
8/24/2011,ANAO N,1,46.6,Asplenium nidus,,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,43.2,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,40.8,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,40.8,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,40.8,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,38.7,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,38.7,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,38.7,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,38.7,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,38.7,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,36.1,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,33.8,Asplenium nidus,0.5,,34,fern
8/24/2011,ANAO N,1,33.6,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,1,30,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,27.3,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,26.1,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,26.1,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,24.7,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,18.9,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,18.9,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,18.9,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,18.9,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,13.6,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,9.9,Asplenium nidus,0.05,,34,fern
8/24/2011,ANAO N,2,9.2,Asplenium nidus,0.1,,34,fern
8/24/2011,ANAO N,2,9.2,Asplenium nidus,0.1,,34,fern
8/24/2011,ANAO N,2,9.2,Asplenium nidus,0.1,,34,fern
7/26/2011,GW,1,43.5,Asplenium nidus,0.1,,20,fern
7/26/2011,GW,1,43.3,Asplenium nidus,0.2,,20,fern
7/26/2011,GW,1,40.8,Asplenium nidus,0.2,,20,fern
7/26/2011,GW,1,40.5,Asplenium nidus,0.5,,20,fern
7/26/2011,GW,1,40.3,Asplenium nidus,0.1,,20,fern
7/26/2011,GW,1,39.8,Asplenium nidus,0.2,,20,fern
7/26/2011,GW,1,38.4,Asplenium nidus,0.4,,20,fern
7/26/2011,GW,1,34.2,Asplenium nidus,0.6,,20,fern
7/26/2011,GW,1,33.9,Asplenium nidus,0.4,,20,fern
7/26/2011,GW,1,31.5,Asplenium nidus,0.2,,20,fern
7/26/2011,GW,1,29.8,Asplenium nidus,0.5,,20,fern
7/26/2011,GW,1,25.7,Asplenium nidus,1,,20,fern
7/26/2011,GW,1,24,Asplenium nidus,0.1,,20,fern
7/26/2011,GW,1,22.5,Asplenium nidus,0.3,,20,fern
7/26/2011,GW,1,21.8,Asplenium nidus,0.4,,20,fern
7/26/2011,GW,1,14.1,Asplenium nidus,0.5,,20,fern
7/26/2011,GW,1,11.7,Asplenium nidus,0.5,,20,fern
7/26/2011,GW,1,10.6,Asplenium nidus,0.4,,20,fern
7/26/2011,GW,1,2.3,Asplenium nidus,0.5,,20,fern
8/2/2011,GW,2,4.2,Asplenium nidus,0.4,,20,fern
8/25/2011,NBLAS,2,34.1,Asplenium nidus,0.1,,4,fern
8/25/2011,NBLAS,2,32.1,Asplenium nidus,0.1,,4,fern
8/25/2011,NBLAS,2,29.9,Asplenium nidus,,,4,fern
8/25/2011,NBLAS,2,28.8,Asplenium nidus,0.05,,4,fern
9/1/2011,TANGISON,1,44.7,Asplenium nidus,0.05,,6,fern
9/1/2011,TANGISON,1,41,Asplenium nidus,0.4,,6,fern
9/1/2011,TANGISON,2,47.1,Asplenium nidus,0.05,,6,fern
9/1/2011,TANGISON,2,10.4,Asplenium nidus,0.1,,6,fern
9/1/2011,TANGISON,2,10.3,Asplenium nidus,0.05,,6,fern
9/1/2011,TANGISON,2,1.3,Asplenium nidus,0.5,,6,fern
8/24/2011,ANAO N,2,19.3,Asplenium niduse,0.05,,34,fern
8/24/2011,ANAO N,1,46.3,Asplenium polyodon,0.1,,9,fern
8/24/2011,ANAO N,1,33.1,Asplenium polyodon,0.1,,9,fern
8/24/2011,ANAO N,1,21.1,Asplenium polyodon,0.05,,9,fern
8/24/2011,ANAO N,1,20.6,Asplenium polyodon,0.05,,9,fern
8/24/2011,ANAO N,2,27.5,Asplenium polyodon,0.05,,9,fern
8/24/2011,ANAO N,2,25.8,Asplenium polyodon,0.05,,9,fern
8/24/2011,ANAO N,2,25.8,Asplenium polyodon,0.05,,9,fern
8/24/2011,ANAO N,2,25.8,Asplenium polyodon,0.05,,9,fern
8/24/2011,ANAO N,2,25.1,Asplenium polyodon,0.05,,9,fern
7/27/2011,ANAO S,2,48.3,Asplenium polyodon,0.1,,4,fern
7/27/2011,ANAO S,2,17.2,Asplenium polyodon,0.3,,4,fern
7/27/2011,ANAO S,2,12.7,Asplenium polyodon,0.3,,4,fern
7/27/2011,ANAO S,2,11.6,Asplenium polyodon,0.2,,4,fern
7/26/2011,GW,1,34.2,Asplenium polyodon,0.5,,1,fern
11-Jul,RACETRACK,2,50,Asplenium polyodon,0.2,,4,fern
11-Jul,RACETRACK,2,47.9,Asplenium polyodon,0.1,,4,fern
11-Jul,RACETRACK,2,39.6,Asplenium polyodon,0.1,,4,fern
11-Jul,RACETRACK,2,16.4,Asplenium polyodon,0.1,,4,fern
10/5/2011,AAFB GOLF,1,47.8,ASPO,0.05,,1,fern
9/29/2011,HMU,2,2,ASPO,0.1,,3,fern
9/29/2011,HMU,2,1,ASPO,0.05,,3,fern
9/29/2011,HMU,2,0.5,ASPO,0.05,,3,fern
9/8/2011,SBLAS,1,29.5,ASPO,0.05,,8,fern
9/8/2011,SBLAS,1,29.3,ASPO,0.2,,8,fern
9/8/2011,SBLAS,1,11.2,ASPO,0.05,,8,fern
9/8/2011,SBLAS,1,3.8,ASPO,0.1,,8,fern
9/8/2011,SBLAS,2,34.2,ASPO,0.05,,8,fern
9/8/2011,SBLAS,2,34.2,ASPO,0.05,,8,fern
9/8/2011,SBLAS,2,34.2,ASPO,0.05,,8,fern
9/8/2011,SBLAS,2,31.5,ASPO,0.05,,8,fern
10/6/2011,TARTOP,2,42.4,ASPO,0.05,,2,fern
10/6/2011,TARTOP,2,35.8,ASPO,0.05,,2,fern
9/1/2011,TANGISON,2,37.4,Bulbophyllum guamense,,,3,orchid
9/1/2011,TANGISON,2,37.4,Bulbophyllum guamense,,,3,orchid
9/1/2011,TANGISON,2,37.4,Bulbophyllum guamense,,,3,orchid
10/5/2011,AAFB GOLF,2,33.5,CAPA,,1,4,tree
10/5/2011,AAFB GOLF,1,16.5,CAPA,,2,4,tree
10/5/2011,AAFB GOLF,1,17.5,CAPA,,3,4,tree
10/5/2011,AAFB GOLF,1,16.4,CAPA,0.5,,4,tree
7/27/2011,ANAO S,2,49.9,CHOD,,1,2,shrub
7/27/2011,ANAO S,2,44,CHOD,,1,2,shrub
7/26/2011,GW,1,1.5,CHOD,0.6,,2,shrub
7/26/2011,GW,1,0.9,CHOD,,,2,shrub
7/19/2011,RITD GATE,2,42,CHOD,,1,5,shrub
7/19/2011,RITD GATE,2,40.5,CHOD,,1,5,shrub
7/19/2011,RITD GATE,2,40,CHOD,,1,5,shrub
7/19/2011,RITD GATE,2,40.7,CHOD,0.2,,5,shrub
7/19/2011,RITD GATE,2,16,CHOD,,,5,shrub
11-Jul,RITD GRID,1,39.5,CHOD,,1,3,shrub
11-Jul,RITD GRID,2,25.7,CHOD,1,,3,shrub
11-Jul,RITD GRID,2,24.2,CHOD,0.3,,3,shrub
9/8/2011,SBLAS,1,10.9,CHOD,,1,4,shrub
9/8/2011,SBLAS,2,43.5,CHOD,0.4,,4,shrub
9/8/2011,SBLAS,2,38.7,CHOD,1.1,,4,shrub
9/8/2011,SBLAS,2,38.5,CHOD,1.2,,4,shrub
7/19/2011,SWITCHBACKS,1,39.5,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,1,34.6,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,1,30.3,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,44.6,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,41,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,20,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,19.3,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,18.3,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,17.7,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,17.3,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,17.1,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,15.8,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,3.4,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,0.2,CHOD,,1,38,shrub
7/19/2011,SWITCHBACKS,2,45.3,CHOD,,2,38,shrub
7/19/2011,SWITCHBACKS,2,16.4,CHOD,,2,38,shrub
7/19/2011,SWITCHBACKS,2,15.2,CHOD,,2,38,shrub
7/19/2011,SWITCHBACKS,2,15,CHOD,,3,38,shrub
7/19/2011,SWITCHBACKS,1,44.4,CHOD,0.2,,38,shrub
7/19/2011,SWITCHBACKS,1,35.7,CHOD,,,38,shrub
7/19/2011,SWITCHBACKS,1,29.9,CHOD,0.2,,38,shrub
7/19/2011,SWITCHBACKS,2,44,CHOD,0.3,,38,shrub
7/19/2011,SWITCHBACKS,2,43.9,CHOD,0.3,,38,shrub
7/19/2011,SWITCHBACKS,2,43.3,CHOD,0.5,,38,shrub
7/19/2011,SWITCHBACKS,2,42.7,CHOD,0.4,,38,shrub
7/19/2011,SWITCHBACKS,2,41,CHOD,0.5,,38,shrub
7/19/2011,SWITCHBACKS,2,19.1,CHOD,0.2,,38,shrub
7/19/2011,SWITCHBACKS,2,18.2,CHOD,0.3,,38,shrub
7/19/2011,SWITCHBACKS,2,17.3,CHOD,0.2,,38,shrub
7/19/2011,SWITCHBACKS,2,15.4,CHOD,,,38,shrub
7/19/2011,SWITCHBACKS,2,3.9,CHOD,0.4,,38,shrub
7/19/2011,SWITCHBACKS,2,2.1,CHOD,0.1,,38,shrub
7/19/2011,SWITCHBACKS,2,2.7,CHOD,0.2,,38,shrub
8/24/2011,ANAO N,1,28.2,COGR,,1,11,vine
8/24/2011,ANAO N,2,30.1,COGR,,1,11,vine
8/24/2011,ANAO N,1,27.3,COGR,,,11,vine
8/24/2011,ANAO N,1,19.8,COGR,,,11,vine
8/24/2011,ANAO N,1,16.9,COGR,,,11,vine
8/24/2011,ANAO N,2,47.6,COGR,,,11,vine
8/24/2011,ANAO N,2,36,COGR,,,11,vine
8/24/2011,ANAO N,2,32.6,COGR,,,11,vine
8/24/2011,ANAO N,2,31.1,COGR,,,11,vine
8/24/2011,ANAO N,2,28.5,COGR,,,11,vine
8/24/2011,ANAO N,2,18.5,COGR,,,11,vine
9/1/2011,TANGISON,1,4.7,Colubrina,,,3,vine
9/1/2011,TANGISON,2,18.5,Colubrina,,,3,vine
9/1/2011,TANGISON,2,12,Colubrina,,,3,vine
7/19/2011,SWITCHBACKS,2,45.2,Conyza,0.2,,4,herb
7/19/2011,SWITCHBACKS,2,44.6,Conyza,0.2,,4,herb
7/19/2011,SWITCHBACKS,2,3.7,Conyza,0.1,,4,herb
7/19/2011,SWITCHBACKS,1,30.3,Conyza ,,1,4,tree
10/5/2011,AAFB GOLF,1,33.5,CYMI,2.3,,6,tree
10/5/2011,AAFB GOLF,1,26.4,CYMI,2,,6,tree
10/5/2011,AAFB GOLF,1,24.7,CYMI,2.2,,6,tree
10/5/2011,AAFB GOLF,1,12.6,CYMI,3.1,,6,tree
10/5/2011,AAFB GOLF,2,20.5,CYMI,2,,6,tree
10/5/2011,AAFB GOLF,2,3.9,CYMI,1.8,,6,tree
8/24/2011,ANAO N,1,36.9,CYMI,2.3,,4,tree
8/24/2011,ANAO N,1,24.2,CYMI,2.7,,4,tree
8/24/2011,ANAO N,2,46.4,CYMI,,,4,tree
8/24/2011,ANAO N,2,49.5,CYMI,3.2,,4,tree
7/27/2011,ANAO S,1,40.6,CYMI,2.1,,4,tree
7/27/2011,ANAO S,1,29.6,CYMI,2.2,,4,tree
7/27/2011,ANAO S,1,19.7,CYMI,1.6,,4,tree
7/27/2011,ANAO S,2,11.5,CYMI,1.5,,4,tree
7/26/2011,GW,1,23.7,CYMI,2.2,,3,tree
7/26/2011,GW,1,29.2,CYMI,2,,3,tree
7/26/2011,GW,1,5.3,CYMI,1.8,,3,tree
8/25/2011,NBLAS,1,31.1,CYMI,2.8,,5,tree
8/25/2011,NBLAS,1,39.4,CYMI,2.4,,5,tree
8/25/2011,NBLAS,1,28.2,CYMI,1.6,,5,tree
8/25/2011,NBLAS,2,1.1,CYMI,2.1,,5,tree
8/25/2011,NBLAS,2,11.1*,CYMI,,,5,tree
11/3/2011,NW FIELD,2,5,CYMI,2,,2,tree
11/3/2011,NW FIELD,2,15.7,CYMI,,,2,tree
11-Jul,RACETRACK,1,26.4,CYMI,2.4,,2,tree
11-Jul,RACETRACK,1,14.9,CYMI,2.1,,2,tree
11-Jul,RITD GRID,1,21.1,CYMI,3.8,,2,tree
11-Jul,RITD GRID,1,1.3,CYMI,3.4,,2,tree
9/8/2011,SBLAS,1,15.8,CYMI,1.9,,14,tree
9/8/2011,SBLAS,1,13.9,CYMI,2.3,,14,tree
9/8/2011,SBLAS,1,11.6,CYMI,1.3,,14,tree
9/8/2011,SBLAS,1,48.5,CYMI,3.5,,14,tree
9/8/2011,SBLAS,1,30.4,CYMI,4,,14,tree
9/8/2011,SBLAS,1,24.1,CYMI,2.2,,14,tree
9/8/2011,SBLAS,1,18.6,CYMI,1.7,,14,tree
9/8/2011,SBLAS,1,13.2,CYMI,1.4,,14,tree
9/8/2011,SBLAS,1,9.8,CYMI,3,,14,tree
9/8/2011,SBLAS,2,22.6,CYMI,2.8,,14,tree
9/8/2011,SBLAS,2,18.9,CYMI,3,,14,tree
9/8/2011,SBLAS,2,9.1,CYMI,1.7,,14,tree
9/8/2011,SBLAS,2,19.5,CYMI,2.1,,14,tree
9/8/2011,SBLAS,2,0.1,CYMI,4.1,,14,tree
7/19/2011,SWITCHBACKS,1,14.3,CYMI,1.9,,4,tree
7/19/2011,SWITCHBACKS,1,17.2,CYMI,2.3,,4,tree
7/19/2011,SWITCHBACKS,2,47.9,CYMI,2.5,,4,tree
7/19/2011,SWITCHBACKS,2,16.6,CYMI,2.8,,4,tree
10/6/2011,TARTOP,1,8.2,CYMI,4,,4,tree
10/6/2011,TARTOP,2,21.1,CYMI,4.1,,4,tree
10/6/2011,TARTOP,2,48,CYMI,2.2,,4,tree
10/6/2011,TARTOP,2,31.2,CYMI,2.7,,4,tree
10/5/2011,AAFB GOLF,1,30.6,CYRA,6.5,,1,tree
8/24/2011,ANAO N,2,40.2,CYRA,2.7,,3,tree
8/24/2011,ANAO N,2,40.2,CYRA,3.2,,3,tree
8/24/2011,ANAO N,2,3,CYRA,4.1,,3,tree
7/27/2011,ANAO S,1,3.6,CYRA,,1,4,tree
7/27/2011,ANAO S,1,1.2,CYRA,,1,4,tree
7/27/2011,ANAO S,1,3.7,CYRA,1.6,,4,tree
7/27/2011,ANAO S,2,8.6,CYRA,3.2,,4,tree
8/25/2011,NBLAS,1,15.2,CYRA,5.1,,3,tree
8/25/2011,NBLAS,2,19.8,CYRA,3.5,,3,tree
8/25/2011,NBLAS,2,13.8,CYRA,4.8,,3,tree
11/3/2011,NW FIELD,1,31.5,CYRA,2.7,,1,tree
9/1/2011,TANGISON,1,33.3,CYRA,5.6,,5,tree
9/1/2011,TANGISON,1,12.5,CYRA,3.6,,5,tree
9/1/2011,TANGISON,2,16.7,CYRA,7.2,,5,tree
9/1/2011,TANGISON,2,12.3,CYRA,4.1,,5,tree
9/1/2011,TANGISON,2,3.4,CYRA,4.2,,5,tree
10/5/2011,AAFB GOLF,1,0.5,Dendrocnide,7,,1,tree
7/26/2011,GW,1,21.6,Dendrocnide,10,,4,tree
7/26/2011,GW,1,13.5,Dendrocnide,6.2,,4,tree
7/26/2011,GW,1,18.6,Dendrocnide,8.9,,4,tree
8/2/2011,GW,2,5.6,Dendrocnide,10,,4,tree
11-Jul,RACETRACK,1,47.4,Dendrocnide,,1,1,tree
8/24/2011,ANAO N,1,34,EURE,,1,24,tree
8/24/2011,ANAO N,1,33.2,EURE,,1,24,tree
8/24/2011,ANAO N,1,10.4,EURE,,1,24,tree
8/24/2011,ANAO N,1,7.1,EURE,,1,24,tree
8/24/2011,ANAO N,1,6.3,EURE,,1,24,tree
8/24/2011,ANAO N,2,41,EURE,,1,24,tree
8/24/2011,ANAO N,2,39.5,EURE,,1,24,tree
8/24/2011,ANAO N,2,32.5,EURE,,1,24,tree
8/24/2011,ANAO N,2,31.1,EURE,,1,24,tree
8/24/2011,ANAO N,2,20.9,EURE,,1,24,tree
8/24/2011,ANAO N,2,20.2,EURE,,1,24,tree
8/24/2011,ANAO N,2,19.7,EURE,,1,24,tree
8/24/2011,ANAO N,2,17.6,EURE,,1,24,tree
8/24/2011,ANAO N,2,16.5,EURE,,1,24,tree
8/24/2011,ANAO N,2,40.7,EURE,,2,24,tree
8/24/2011,ANAO N,2,31.8,EURE,,2,24,tree
8/24/2011,ANAO N,2,31.6,EURE,,2,24,tree
