Date,Site,Transect,Distance,Spp.,Height (m),DBH (cm),Seedling?,Herbivory?,Epiphytes,Species Counts,
7/26/11,GW,1,8,FLIN,,,,,,174,
7/26/11,GW,1,7.2,FLIN,0.3,,,,,174,
7/26/11,GW,1,6.3,FLIN,,,,,,174,
7/26/11,GW,1,5.9,FLIN,0.9,,,,,174,
7/26/11,GW,1,4.4,FLIN,,,,,,174,
7/26/11,GW,1,3.5,FLIN,0.6,,,,,174,
7/26/11,GW,1,2.9,FLIN,,,,,,174,
7/26/11,GW,1,0.5,FLIN,0.3,,,,,174,
8/2/11,GW,2,40.8,FLIN,,,,,,174,
8/2/11,GW,2,37.5,FLIN,,,,,,174,
8/2/11,GW,2,36.6,FLIN,,,,,,174,
8/2/11,GW,2,35.5,FLIN,,,,,,174,
8/2/11,GW,2,34.6,FLIN,,,,,,174,
8/2/11,GW,2,34,FLIN,,,,,,174,
8/2/11,GW,2,31,FLIN,,,,,,174,
8/2/11,GW,2,28,FLIN,,,,,,174,
8/2/11,GW,2,23,FLIN,,,,,,174,
8/2/11,GW,2,17.5,FLIN,,,,,,174,
8/2/11,GW,2,16,FLIN,,,,,,174,
8/2/11,GW,2,15.3,FLIN,,,,,,174,
8/2/11,GW,2,15.5,FLIN,,,,,,174,
8/2/11,GW,2,14.8,FLIN,,,,,,174,
8/2/11,GW,2,14,FLIN,0.3,,,,,174,
8/2/11,GW,2,13,FLIN,,,,,,174,
8/2/11,GW,2,12.3,FLIN,,,,,,174,
8/2/11,GW,2,8.5,FLIN,0.6,,,,,174,
8/2/11,GW,2,8.1,FLIN,,,,,,174,
8/2/11,GW,2,6.7,FLIN,,,,,,174,
8/2/11,GW,2,6,FLIN,,,,,,174,
8/2/11,GW,2,1.1,FLIN,0.4,,,,,174,
8/2/11,GW,2,0.8,FLIN,0.3,,,,,174,
7/26/11,GW,1,41.4,GUMA,,,1,,,45,
7/26/11,GW,1,39.1,GUMA,,,1,,,45,
7/26/11,GW,1,32.7,GUMA,,,1,,,45,
7/26/11,GW,1,24.7,GUMA,,,1,,,45,
7/26/11,GW,1,24.4,GUMA,,,1,,,45,
7/26/11,GW,1,18.1,GUMA,,,1,,,45,6
7/26/11,GW,1,20.6,GUMA,9,,,,"big Jasminum, FLIN",45,
7/26/11,GW,1,1.7,GUMA,0.6,,,,CHOD,45,
7/26/11,GW,1,38.7,GUMA,8.9,,,,FLIN,45,
7/26/11,GW,1,34.3,GUMA,3.9,,,,FLIN,45,
7/26/11,GW,1,16.8,GUMA,8,,,,FLIN,45,
7/26/11,GW,1,11.2,GUMA,7,,,,FLIN,45,
7/26/11,GW,1,2.1,GUMA,0.6,,,,FLIN,45,
7/26/11,GW,1,37.4,GUMA,2.9,,,,"FLIN, Jasminum",45,
7/26/11,GW,1,32.9,GUMA,5.2,,,,"FLIN, Jasminum",45,
7/26/11,GW,1,31.8,GUMA,4.2,,,,"FLIN, Jasminum",45,
7/26/11,GW,1,25.6,GUMA,,,,,"FLIN, PASU, Jasminum",45,
7/26/11,GW,1,14.8,GUMA,1.1,,,,Jasminum,45,
7/26/11,GW,1,33.1,GUMA,0.2,,,,,45,
7/26/11,GW,1,32.4,GUMA,1.5,,,,,45,
7/26/11,GW,1,26.8,GUMA,0.4,,,,,45,
7/26/11,GW,1,24.8,GUMA,0.5,,,,,45,
7/26/11,GW,1,21.1,GUMA,0.3,,,,,45,
7/26/11,GW,1,16,GUMA,0.4,,,,,45,
7/26/11,GW,1,15,GUMA,0.3,,,,,45,
7/26/11,GW,1,14.2,GUMA,3.8,,,,,45,
7/26/11,GW,1,13.5,GUMA,2,,,,,45,
7/26/11,GW,1,12.4,GUMA,0.5,,,,,45,
7/26/11,GW,1,10.3,GUMA,0.2,,,,,45,
8/2/11,GW,2,43.6,guma,1.2,,,,FLIN,45,
8/2/11,GW,2,42.8,GUMA,1.7,,,,FLIN,45,
8/2/11,GW,2,41.2,GUMA,1.3,,,,FLIN,45,
8/2/11,GW,2,35.9,GUMA,4.9,,,,FLIN,45,
8/2/11,GW,2,30.4,GUMA,1.9,,,,FLIN,45,
8/2/11,GW,2,29.8,GUMA,1.1,,,,FLIN,45,
8/2/11,GW,2,18,GUMA,1.3,,,,FLIN,45,
8/2/11,GW,2,16.7,GUMA,,,,,FLIN,45,
8/2/11,GW,2,12.3,GUMA,4,,,,FLIN,45,
8/2/11,GW,2,2.8,GUMA,5,,,,FLIN,45,
8/2/11,GW,2,34.8,GUMA,2.2,,,,"FLIN, JASMINUM",45,
8/2/11,GW,2,42.2,GUMA,0.3,,,,,45,
8/2/11,GW,2,28.1,GUMA,0.4,,,,,45,
8/2/11,GW,2,27.5,GUMA,0.3,,,,,45,
8/2/11,GW,2,26.9,GUMA,0.4,,,,,45,
8/2/11,GW,2,3,GUMA,1.4,,,,,45,
7/26/11,GW,1,47.8,Jasminum,,,1,,,52,
7/26/11,GW,1,47.8,Jasminum,,,1,,,52,
7/26/11,GW,1,47.1,Jasminum,,,1,,,52,
7/26/11,GW,1,46.5,Jasminum,,,1,,,52,
7/26/11,GW,1,45.4,Jasminum,,,1,,,52,
7/26/11,GW,1,41.1,Jasminum,,,1,,,52,
7/26/11,GW,1,38.3,Jasminum,,,1,,,52,
7/26/11,GW,1,35.2,Jasminum,,,1,,,52,
7/26/11,GW,1,34.5,Jasminum,,,1,,,52,
7/26/11,GW,1,34.1,Jasminum,,,1,,,52,
7/26/11,GW,1,32.7,Jasminum,,,1,,,52,
7/26/11,GW,1,19.1,Jasminum,,,1,,,52,
7/26/11,GW,1,15,Jasminum,,,1,,,52,
7/26/11,GW,1,11.6,Jasminum,,,1,,,52,
7/26/11,GW,1,8.3,Jasminum,,,1,,,52,
8/2/11,GW,2,46.1,Jasminum,,,1,,,52,
8/2/11,GW,2,45.6,Jasminum,,,1,,,52,
8/2/11,GW,2,36,Jasminum,,,1,,,52,
8/2/11,GW,2,12.7,Jasminum,,,1,,,52,
8/2/11,GW,2,3.6,Jasminum,,,1,,,52,
8/2/11,GW,2,1.1,Jasminum,,,1,,,52,
7/26/11,GW,1,26.6,Jasminum,,,3,,,52,24
7/26/11,GW,1,38.3,Jasminum,,,,,,52,
7/26/11,GW,1,36.2,Jasminum,,,,,,52,
7/26/11,GW,1,50,Jasminum,,,,,,52,
7/26/11,GW,1,49.3,Jasminum,,,,,,52,
7/26/11,GW,1,48.9,Jasminum,,,,,,52,
7/26/11,GW,1,48.5,Jasminum,,,,,,52,
7/26/11,GW,1,45.9,Jasminum,,,,,,52,
7/26/11,GW,1,45,Jasminum,,,,,,52,
7/26/11,GW,1,44,Jasminum,,,,,,52,
7/26/11,GW,1,36.3,Jasminum,,,,,,52,
7/26/11,GW,1,33.1,Jasminum,,,,,,52,
7/26/11,GW,1,30,Jasminum,,,,,,52,
7/26/11,GW,1,29.2,Jasminum,,,,,,52,
7/26/11,GW,1,28.5,Jasminum,,,,,,52,
7/26/11,GW,1,28,Jasminum,,,,,,52,
7/26/11,GW,1,27.4,Jasminum,,,,,,52,
7/26/11,GW,1,24.7,Jasminum,,,,,,52,
7/26/11,GW,1,20.8,Jasminum,,,,,,52,
7/26/11,GW,1,18.8,Jasminum,,,,,,52,
7/26/11,GW,1,9.4,Jasminum,,,,,,52,
8/2/11,GW,2,46.1,Jasminum,,,,,,52,
8/2/11,GW,2,39.6,Jasminum,,,,,,52,
8/2/11,GW,2,38.2,Jasminum,,,,,,52,
8/2/11,GW,2,35.5,Jasminum,,,,,,52,
8/2/11,GW,2,34.3,Jasminum,,,,,,52,
8/2/11,GW,2,17.5,Jasminum,,,,,,52,
8/2/11,GW,2,9.2,Jasminum,,,,,,52,
8/2/11,GW,2,8.2,Jasminum,,,,,,52,
8/2/11,GW,2,6.7,Jasminum,,,,,,52,
7/26/11,GW,1,19.3,Jasminum ,,,,,,52,
8/2/11,GW,2,49.9,LELE,,,1,,,39,
8/2/11,GW,2,49.1,LELE,,,1,,,39,
8/2/11,GW,2,47.7,LELE,,,1,,,39,
8/2/11,GW,2,41.1,LELE,,,1,,,39,
8/2/11,GW,2,34,LELE,,,1,,,39,
8/2/11,GW,2,31.7,LELE,,,1,,,39,
8/2/11,GW,2,31.1,LELE,,,1,,,39,
8/2/11,GW,2,29.6,LELE,,,1,,,39,
8/2/11,GW,2,28.1,LELE,,,1,,,39,
8/2/11,GW,2,28,LELE,,,1,,,39,
8/2/11,GW,2,25,LELE,,,1,,,39,
8/2/11,GW,2,23.2,LELE,,,1,,,39,
8/2/11,GW,2,22.3,LELE,,,1,,,39,
8/2/11,GW,2,20.6,LELE,,,1,,,39,
8/2/11,GW,2,10.2,LELE,,,1,,,39,
8/2/11,GW,2,3.3,LELE,,,1,,,39,
8/2/11,GW,2,0.8,LELE,,,1,,,39,
8/2/11,GW,2,49.6,LELE,,,2,,,39,
8/2/11,GW,2,49,LELE,,,2,,,39,
8/2/11,GW,2,48,LELE,,,2,,,39,
8/2/11,GW,2,37,LELE,,,2,,,39,
8/2/11,GW,2,36,LELE,,,2,,,39,
8/2/11,GW,2,27.2,LELE,,,2,,,39,
8/2/11,GW,2,18,LELE,,,2,,,39,
8/2/11,GW,2,17,LELE,,,2,,,39,
8/2/11,GW,2,16,LELE,,,2,,,39,
8/2/11,GW,2,14,LELE,,,2,,,39,
8/2/11,GW,2,14,LELE,,,2,,,39,
8/2/11,GW,2,13,LELE,,,2,,,39,
8/2/11,GW,2,10,LELE,,,2,,,39,
8/2/11,GW,2,9,LELE,,,2,,,39,
8/2/11,GW,2,1.9,LELE,,,2,,,39,
8/2/11,GW,2,19,LELE,,,3,,,39,
8/2/11,GW,2,15,LELE,,,3,,,39,
8/2/11,GW,2,12,LELE,,,4,,,39,
8/2/11,GW,2,11,LELE,,,4,,,39,61
8/2/11,GW,2,16.2,LELE,,,,,Asplenium nidus,39,
8/2/11,GW,2,19.7,LELE,9.5,,,,"Asplenium nidus, FLIN",39,
8/2/11,GW,2,5.2,LELE,7,,,,"Asplenium nidus, FLIN",39,
7/26/11,GW,1,42.6,NEOP,,,1,,,90,
7/26/11,GW,1,41.4,NEOP,,,1,,,90,
7/26/11,GW,1,39.9,NEOP,,,1,,,90,
7/26/11,GW,1,15.4,NEOP,,,1,,,90,
7/26/11,GW,1,14.2,NEOP,,,1,,,90,
7/26/11,GW,1,13.1,NEOP,,,1,,,90,
7/26/11,GW,1,11.6,NEOP,,,1,,,90,
7/26/11,GW,1,0.7,NEOP,,,1,,,90,
8/2/11,GW,2,41.1,NEOP,,,1,,,90,
8/2/11,GW,2,40.2,NEOP,,,1,,,90,
8/2/11,GW,2,34,NEOP,,,1,,,90,
8/2/11,GW,2,33.3,NEOP,,,1,,,90,
7/26/11,GW,1,42.2,NEOP,,,2,,,90,
7/26/11,GW,1,41.2,NEOP,,,2,,,90,
7/26/11,GW,1,2.8,NEOP,,,2,,,90,
8/2/11,GW,2,42.5,NEOP,,,2,,,90,
8/2/11,GW,2,40.6,NEOP,,,2,,,90,
8/2/11,GW,2,33,NEOP,,,2,,,90,
8/2/11,GW,2,32,NEOP,,,2,,,90,
8/2/11,GW,2,32,NEOP,,,2,,,90,
8/2/11,GW,2,31,NEOP,,,2,,,90,
8/2/11,GW,2,10.2,NEOP,,,2,,,90,
8/2/11,GW,2,2.8,NEOP,,,2,,,90,
8/2/11,GW,2,1,NEOP,,,2,,,90,
8/2/11,GW,2,0,NEOP,,,2,,,90,
7/26/11,GW,1,40.8,NEOP,,,3,,,90,
8/2/11,GW,2,48,NEOP,,,3,,,90,
8/2/11,GW,2,47,NEOP,,,3,,,90,
8/2/11,GW,2,45,NEOP,,,3,,,90,
8/2/11,GW,2,23,NEOP,,,3,,,90,
8/2/11,GW,2,49,NEOP,,,4,,,90,
8/2/11,GW,2,48,NEOP,,,4,,,90,
8/2/11,GW,2,44,NEOP,,,4,,,90,
8/2/11,GW,2,31,NEOP,,,4,,,90,
8/2/11,GW,2,27,NEOP,,,4,,,90,
8/2/11,GW,2,24,NEOP,,,4,,,90,
8/2/11,GW,2,20,NEOP,,,4,,,90,
8/2/11,GW,2,19,NEOP,,,4,,,90,
8/2/11,GW,2,30,NEOP,,,5,,,90,
8/2/11,GW,2,28,NEOP,,,5,,,90,
8/2/11,GW,2,22,NEOP,,,5,,,90,
8/2/11,GW,2,20,NEOP,,,5,,,90,
8/2/11,GW,2,19,NEOP,,,5,,,90,
8/2/11,GW,2,18,NEOP,,,5,,,90,
8/2/11,GW,2,44,NEOP,,,6,,,90,
8/2/11,GW,2,43,NEOP,,,6,,,90,
8/2/11,GW,2,23,NEOP,,,6,,,90,
8/2/11,GW,2,21,NEOP,,,6,,,90,
8/2/11,GW,2,50,NEOP,,,7,,,90,
8/2/11,GW,2,49,NEOP,,,7,,,90,
8/2/11,GW,2,47,NEOP,,,7,,,90,
8/2/11,GW,2,46,NEOP,,,7,,,90,
8/2/11,GW,2,46,NEOP,,,7,,,90,
8/2/11,GW,2,45,NEOP,,,7,,,90,
8/2/11,GW,2,25,NEOP,,,7,,,90,
8/2/11,GW,2,25,NEOP,,,7,,,90,
8/2/11,GW,2,21,NEOP,,,7,,,90,
8/2/11,GW,2,26,NEOP,,,8,,,90,
8/2/11,GW,2,24,NEOP,,,8,,,90,
8/2/11,GW,2,22,NEOP,,,8,,,90,
8/2/11,GW,2,29,NEOP,,,9,,,90,
8/2/11,GW,2,30,NEOP,,,10,,,90,
8/2/11,GW,2,29,NEOP,,,10,,,90,
8/2/11,GW,2,28,NEOP,,,10,,,90,
8/2/11,GW,2,27,NEOP,,,10,,,90,
8/2/11,GW,2,26,NEOP,,,11,,,90,286
7/26/11,GW,1,13.5,NEOP,11,,,,FLIN,90,
7/26/11,GW,1,7.1,NEOP,10.5,,,,FLIN,90,
7/26/11,GW,1,3.1,NEOP,8.2,,,,FLIN,90,
7/26/11,GW,1,2.1,NEOP,11,,,,FLIN,90,
7/26/11,GW,1,49.9,NEOP,8.5,,,,,90,
7/26/11,GW,1,49.1,NEOP,8.5,,,,,90,
8/2/11,GW,2,42.3,NEOP,2.2,,,,FLIN,90,
8/2/11,GW,2,23.9,NEOP,12,,,,FLIN,90,
8/2/11,GW,2,18,NEOP,2,,,,FLIN,90,
8/2/11,GW,2,17.2,NEOP,4.2,,,,FLIN,90,
8/2/11,GW,2,46.8,NEOP,3.8,,,,JASMINUM,90,
8/2/11,GW,2,45.4,NEOP,5.6,,,,,90,
8/2/11,GW,2,44.6,NEOP,2.8,,,,,90,
8/2/11,GW,2,41.9,NEOP,4.9,,,,,90,
8/2/11,GW,2,27.6,NEOP,0.9,,,,,90,
8/2/11,GW,2,25.7,NEOP,1.2,,,,,90,
8/2/11,GW,2,25.5,NEOP,2.2,,,,,90,
8/2/11,GW,2,24.1,NEOP,1,,,,,90,
8/2/11,GW,2,23.4,NEOP,1.7,,,,,90,
8/2/11,GW,2,21.5,NEOP,1,,,,,90,
8/2/11,GW,2,20.9,NEOP,0.4,,,,,90,
8/2/11,GW,2,20.7,NEOP,0.3,,,,,90,
8/2/11,GW,2,20.2,NEOP,1.1,,,,,90,
8/2/11,GW,2,17.5,NEOP,1,,,,,90,
8/2/11,GW,2,25.4,PASU,,,1,,,2,
8/2/11,GW,2,24.7,PASU,,,1,,,2,
8/2/11,GW,2,40.4,pig rooting?,,,,,,0,
7/26/11,GW,1,40.3,Polypodium scolopendria,0.4,,,,,16,
7/26/11,GW,1,40.1,Polypodium scolopendria,0.2,,,,,16,
7/26/11,GW,1,40.1,Polypodium scolopendria,0.5,,,,,16,
7/26/11,GW,1,39.9,Polypodium scolopendria,0.4,,,,,16,
7/26/11,GW,1,38.6,Polypodium scolopendria,0.3,,,,,16,
7/26/11,GW,1,38.1,Polypodium scolopendria,,,,,,16,
7/26/11,GW,1,36.5,Polypodium scolopendria,0.3,,,,,16,
7/26/11,GW,1,36.2,Polypodium scolopendria,0.5,,,,,16,
7/26/11,GW,1,35.7,Polypodium scolopendria,0.5,,,,,16,
7/26/11,GW,1,35,Polypodium scolopendria,0.1,,,,,16,
7/26/11,GW,1,35,Polypodium scolopendria,0.4,,,,,16,
7/26/11,GW,1,33.5,Polypodium scolopendria,0.2,,,,,16,
7/26/11,GW,1,22.1,Polypodium scolopendria,0.3,,,,,16,
7/26/11,GW,1,41.2,Polypodium scolopendria?,0.1,,,,,16,
7/26/11,GW,1,41.2,Polypodium scolopendria?,0.2,,,,,16,
8/2/11,GW,2,12.6,Polypodium scolopendria?,0.2,,,,,16,
7/26/11,GW,1,20.1,PROB,10,,,,"Asplenium nidus, FLIN, Jasminum",2,
7/26/11,GW,1,13.2,PROB,8,,,,"FLIN, Pyrrosia",2,
7/26/11,GW,1,43.5,TRTR,,,1,,,80,
7/26/11,GW,1,39.1,TRTR,,,1,,,80,
7/26/11,GW,1,38.8,TRTR,,,1,,,80,
7/26/11,GW,1,36.4,TRTR,,,1,,,80,
7/26/11,GW,1,34.1,TRTR,,,1,,,80,
7/26/11,GW,1,26.7,TRTR,,,1,,,80,
7/26/11,GW,1,24.2,TRTR,,,1,,,80,
7/26/11,GW,1,20.8,TRTR,,,1,,,80,
7/26/11,GW,1,19.7,TRTR,,,1,,,80,
7/26/11,GW,1,18.6,TRTR,,,1,,,80,
7/26/11,GW,1,17.3,TRTR,,,1,,,80,
7/26/11,GW,1,15.5,TRTR,,,1,,,80,
7/26/11,GW,1,15.1,TRTR,,,1,,,80,
7/26/11,GW,1,13.8,TRTR,,,1,,,80,
7/26/11,GW,1,7.3,TRTR,,,1,,,80,
7/26/11,GW,1,6.7,TRTR,,,1,,,80,
7/26/11,GW,1,6.4,TRTR,,,1,,,80,
8/2/11,GW,2,49.7,TRTR,,,1,,,80,
8/2/11,GW,2,47,TRTR,,,1,,,80,
8/2/11,GW,2,46.4,TRTR,,,1,,,80,
8/2/11,GW,2,35.1,TRTR,,,1,,,80,
8/2/11,GW,2,32.2,TRTR,,,1,,,80,
8/2/11,GW,2,29.2,TRTR,,,1,,,80,
8/2/11,GW,2,27,TRTR,,,1,,,80,
7/26/11,GW,1,17.8,TRTR,,,2,,,80,
7/26/11,GW,1,8.7,TRTR,,,2,,,80,
7/26/11,GW,1,4.2,TRTR,,,2,,,80,
7/26/11,GW,1,3.8,TRTR,,,2,,,80,
8/2/11,GW,2,37,TRTR,,,2,,,80,34
7/26/11,GW,1,25.5,TRTR,3.1,,,,FLIN,80,
7/26/11,GW,1,41.7,TRTR,0.3,,,,,80,
7/26/11,GW,1,40.8,TRTR,0.1,,,,,80,
7/26/11,GW,1,40.5,TRTR,1.4,,,,,80,
7/26/11,GW,1,39.9,TRTR,0.2,,,,,80,
7/26/11,GW,1,38.6,TRTR,0.7,,,,,80,
7/26/11,GW,1,38.2,TRTR,0.5,,,,,80,
7/26/11,GW,1,37.6,TRTR,0.8,,,,,80,
7/26/11,GW,1,37.5,TRTR,0.7,,,,,80,
7/26/11,GW,1,37.5,TRTR,0.7,,,,,80,
7/26/11,GW,1,26.7,TRTR,0.6,,,,,80,
7/26/11,GW,1,24.3,TRTR,1,,,,,80,
7/26/11,GW,1,22.6,TRTR,0.2,,,,,80,
7/26/11,GW,1,16,TRTR,0.3,,,,,80,
7/26/11,GW,1,15.5,TRTR,0.3,,,,,80,
7/26/11,GW,1,11.7,TRTR,0.5,,,,,80,
7/26/11,GW,1,7.7,TRTR,0.2,,,,,80,
7/26/11,GW,1,6.3,TRTR,0.5,,,,,80,
7/26/11,GW,1,4,TRTR,0.2,,,,,80,
7/26/11,GW,1,3.6,TRTR,0.4,,,,,80,
7/26/11,GW,1,2.5,TRTR,0.4,,,,,80,
8/2/11,GW,2,49.2,TRTR,3.1,,,,FLIN,80,
8/2/11,GW,2,48.9,TRTR,3.2,,,,FLIN,80,
8/2/11,GW,2,40.4,TRTR,1.4,,,,FLIN,80,
8/2/11,GW,2,32,TRTR,4,,,,FLIN,80,
8/2/11,GW,2,31,TRTR,0.2,,,,FLIN,80,
8/2/11,GW,2,20.4,TRTR,2.2,,,,FLIN,80,
8/2/11,GW,2,16.5,TRTR,1.2,,,,FLIN,80,
8/2/11,GW,2,48.9,TRTR,4,,,,JASMINUM,80,
8/2/11,GW,2,45.2,TRTR,0.7,,,,,80,
8/2/11,GW,2,37.2,TRTR,0.2,,,,,80,
8/2/11,GW,2,37,TRTR,0.2,,,,,80,
8/2/11,GW,2,36.1,TRTR,0.2,,,,,80,
8/2/11,GW,2,36.1,TRTR,0.1,,,,,80,
8/2/11,GW,2,33.9,TRTR,0.3,,,,,80,
8/2/11,GW,2,32.2,TRTR,0.3,,,,,80,
8/2/11,GW,2,31.2,TRTR,0.2,,,,,80,
8/2/11,GW,2,31,TRTR,0.4,,,,,80,
8/2/11,GW,2,30,TRTR,0.6,,,,,80,
8/2/11,GW,2,28.8,TRTR,0.4,,,,,80,
8/2/11,GW,2,28.5,TRTR,0.3,,,,,80,
8/2/11,GW,2,28,TRTR,0.5,,,,,80,
8/2/11,GW,2,27,TRTR,0.3,,,,,80,
8/2/11,GW,2,24.6,TRTR,0.3,,,,,80,
8/2/11,GW,2,24.2,TRTR,0.4,,,,,80,
8/2/11,GW,2,21.7,TRTR,0.2,,,,,80,
8/2/11,GW,2,19.3,TRTR,0.3,,,,,80,
8/2/11,GW,2,12.3,TRTR,0.4,,,,,80,
8/2/11,GW,2,4.9,TRTR,0.6,,,,,80,
8/2/11,GW,2,0.5,TRTR,0.4,,,,,80,
8/2/11,GW,2,0.3,TRTR,2.1,,,,,80,
8/2/11,GW,2,13.2,Zeuxine,,,1,,,6,
8/2/11,GW,2,,Zeuxine,,,2,,,6,
8/2/11,GW,2,15,Zeuxine,,,3,,,6,
9/29/11,HMU,1,27.7,AGMA,,,1,,,34,
9/29/11,HMU,1,22.7,AGMA,,,1,,,34,
9/29/11,HMU,1,22.1,AGMA,,,1,,,34,
9/29/11,HMU,1,11.3,AGMA,,,1,,,34,
9/29/11,HMU,2,41.9,AGMA,,,1,,,34,
9/29/11,HMU,2,41.1,AGMA,,,1,,,34,
9/29/11,HMU,2,27.1,AGMA,,,1,,,34,
9/29/11,HMU,2,23.5,AGMA,,,1,,,34,
9/29/11,HMU,2,17.3,AGMA,,,1,,,34,
9/29/11,HMU,2,16.7,AGMA,,,1,,,34,
9/29/11,HMU,2,16.5,AGMA,,,1,,,34,
9/29/11,HMU,2,15.1,AGMA,,,1,,,34,
9/29/11,HMU,2,14.9,AGMA,,,1,,,34,
9/29/11,HMU,2,14.4,AGMA,,,1,,,34,
9/29/11,HMU,1,31.5,AGMA,,,2,,,34,
9/29/11,HMU,1,31,AGMA,,,2,,,34,
9/29/11,HMU,1,30,AGMA,,,2,,,34,
9/29/11,HMU,1,29.5,AGMA,,,2,,,34,
9/29/11,HMU,1,19.8,AGMA,,,2,,,34,
9/29/11,HMU,2,42.6,AGMA,,,2,,,34,
9/29/11,HMU,2,39.6,AGMA,,,2,,,34,
9/29/11,HMU,2,16.2,AGMA,,,2,,,34,
9/29/11,HMU,1,32.2,AGMA,,,3,,,34,
9/29/11,HMU,1,20,AGMA,,,3,,,34,
9/29/11,HMU,2,40,AGMA,,,3,,,34,
9/29/11,HMU,1,21,AGMA,,,4,,,34,
9/29/11,HMU,2,41,AGMA,,,4,,,34,
9/29/11,HMU,2,15.5,AGMA,,,4,,,34,
9/29/11,HMU,1,31,AGMA,,,5,,,34,
9/29/11,HMU,1,30,AGMA,,,5,,,34,61
9/29/11,HMU,1,26.3,AGMA,0.4,,,,,34,
9/29/11,HMU,1,16.1,AGMA,8.5,,,,,34,
9/29/11,HMU,2,30.8,AGMA,5.2,,,,,34,
9/29/11,HMU,2,30.4,AGMA,5.1,,,,,34,
9/29/11,HMU,2,2.1,ASNI,,,,,,1,
9/29/11,HMU,2,2,ASPO,0.1,,,,,3,
9/29/11,HMU,2,1,ASPO,0.05,,,,,3,
9/29/11,HMU,2,0.5,ASPO,0.05,,,,,3,
9/29/11,HMU,1,27.1,dead,,,,,,,
9/29/11,HMU,2,48,dead log,,,,,,,
9/29/11,HMU,2,28.9,dead log,,,,,,,
9/29/11,HMU,2,14,dead log,,,,,,,
9/29/11,HMU,2,11.4,dead log,,,,,,,
9/29/11,HMU,2,2.1,dead log,,,,,,,
9/29/11,HMU,1,31.1,dead stump,,,,,,,
9/29/11,HMU,1,29.6,dead stump,,,,,,,
9/29/11,HMU,1,27.8,dead stump,,,,,,,
9/29/11,HMU,1,24.2,dead stump,,,,,,,
9/29/11,HMU,2,46.7,dead stump,,,,,,,
9/29/11,HMU,2,42.7,dead stump,,,,,,,
9/29/11,HMU,2,36,dead stump,,,,,,,
9/29/11,HMU,2,34.7,dead stump,,,,,,,
9/29/11,HMU,2,34,dead stump,,,,,,,
9/29/11,HMU,2,32.1,dead stump,,,,,,,
9/29/11,HMU,2,30.3,dead stump,,,,,,,
9/29/11,HMU,2,22.6,dead stump,,,,,,,
9/29/11,HMU,2,22,dead stump,,,,,,,
9/29/11,HMU,2,22,dead stump,,,,,,,
9/29/11,HMU,2,17.6,dead stump,,,,,,,
9/29/11,HMU,1,47.9,GUMA,,,1,,,79,
9/29/11,HMU,1,47.8,GUMA,,,1,,,79,
9/29/11,HMU,1,26.7,GUMA,,,1,,,79,
9/29/11,HMU,1,25.8,GUMA,,,1,,,79,
9/29/11,HMU,1,17.1,GUMA,,,1,,,79,
9/29/11,HMU,1,13.7,GUMA,,,1,,,79,
9/29/11,HMU,2,37.9,GUMA,,,1,,,79,
9/29/11,HMU,2,30.9,GUMA,,,1,,,79,
9/29/11,HMU,2,28.3,GUMA,,,1,,,79,
9/29/11,HMU,2,15.5,GUMA,,,1,,,79,
9/29/11,HMU,2,12.7,GUMA,,,1,,,79,
9/29/11,HMU,2,10.7,GUMA,,,1,,,79,
9/29/11,HMU,2,9,GUMA,,,1,,,79,
9/29/11,HMU,1,30.4,GUMA,,,2,,,79,
9/29/11,HMU,1,30,GUMA,,,3,,,79,
9/29/11,HMU,1,29,GUMA,,,3,,,79,
9/29/11,HMU,1,21.2,GUMA,,,3,,,79,
9/29/11,HMU,1,13.5,GUMA,,,3,,,79,
9/29/11,HMU,1,12.5,GUMA,,,3,,,79,
9/29/11,HMU,1,29,GUMA,,,4,,,79,
9/29/11,HMU,1,28,GUMA,,,4,,,79,38
9/29/11,HMU,1,11.8,GUMA,4.1,,,,ASNI,79,
9/29/11,HMU,1,15.2,GUMA,10,,,,"ASNI, Pyrrosia, lanceolate other?",79,
9/29/11,HMU,1,46.8,GUMA,4.1,,,,"MISC, POSC",79,
9/29/11,HMU,1,50,GUMA,5,,,,,79,
9/29/11,HMU,1,49.2,GUMA,2.1,,,,,79,
9/29/11,HMU,1,47.5,GUMA,3,,,,,79,
9/29/11,HMU,1,44.8,GUMA,3.2,,,,,79,
9/29/11,HMU,1,35,GUMA,4,,,,,79,
9/29/11,HMU,1,33.2,GUMA,2.2,,,,,79,
9/29/11,HMU,1,31.9,GUMA,3.9,,,,,79,
9/29/11,HMU,1,26.7,GUMA,6.9,,,,,79,
9/29/11,HMU,1,24.6,GUMA,0.6,,,,,79,
9/29/11,HMU,1,24.6,GUMA,3,,,,,79,
9/29/11,HMU,1,23.9,GUMA,6.5,,,,,79,
9/29/11,HMU,1,21.9,GUMA,0.4,,,,,79,
9/29/11,HMU,1,20.6,GUMA,5.8,,,,,79,
9/29/11,HMU,1,20,GUMA,2.9,,,,,79,
9/29/11,HMU,1,19.5,GUMA,2.2,,,,,79,
9/29/11,HMU,1,19.1,GUMA,2.2,,,,,79,
9/29/11,HMU,1,14.2,GUMA,1,,,,,79,
9/29/11,HMU,1,13.7,GUMA,1.5,,,,,79,
9/29/11,HMU,1,12.9,GUMA,3.9,,,,,79,
9/29/11,HMU,1,12.4,GUMA,0.5,,,,,79,
