"Date","site","Transect","Distance","plant_spp","height","DBH..cm.","seedlings","Herbivory.","Epiphytes","Species.Counts"
"11-Jul","racetrack",2,"39.3","EURE","","",2,"","",188
"11-Jul","racetrack",2,"39.1","EURE","","",2,"","",188
"11-Jul","racetrack",2,"30.7","EURE","","",2,"","",188
"11-Jul","racetrack",2,"29.8","EURE","","",2,"","",188
"11-Jul","racetrack",2,"17","EURE","","",2,"","",188
"11-Jul","racetrack",2,"16","EURE","","",2,"","",188
"11-Jul","racetrack",2,"14.8","EURE","","",2,"","",188
"11-Jul","racetrack",2,"11","EURE","","",2,"","",188
"11-Jul","racetrack",2,"10","EURE","","",2,"","",188
"11-Jul","racetrack",2,"2.1","EURE","","",2,"","",188
"11-Jul","racetrack",1,"29","EURE","","",3,"","",188
"11-Jul","racetrack",1,"26","EURE","","",3,"","",188
"11-Jul","racetrack",1,"13","EURE","","",3,"","",188
"11-Jul","racetrack",1,"12","EURE","","",3,"","",188
"11-Jul","racetrack",1,"7","EURE","","",3,"","",188
"11-Jul","racetrack",1,"5","EURE","","",3,"","",188
"11-Jul","racetrack",1,"5","EURE","","",3,"","",188
"11-Jul","racetrack",1,"4","EURE","","",3,"","",188
"11-Jul","racetrack",1,"1","EURE","","",3,"","",188
"11-Jul","racetrack",2,"24.9","EURE","","",3,"","",188
"11-Jul","racetrack",2,"23","EURE","","",3,"","",188
"11-Jul","racetrack",2,"20","EURE","","",3,"","",188
"11-Jul","racetrack",2,"13","EURE","","",3,"","",188
"11-Jul","racetrack",2,"12","EURE","","",3,"","",188
"11-Jul","racetrack",2,"7","EURE","","",3,"","",188
"11-Jul","racetrack",2,"5","EURE","","",3,"","",188
"11-Jul","racetrack",1,"6","EURE","","",4,"","",188
"11-Jul","racetrack",1,"4","EURE","","",4,"","",188
"11-Jul","racetrack",1,"3","EURE","","",4,"","",188
"11-Jul","racetrack",1,"0","EURE","","",4,"","",188
"11-Jul","racetrack",2,"38.3","EURE","","",4,"","",188
"11-Jul","racetrack",2,"23","EURE","","",4,"","",188
"11-Jul","racetrack",2,"22","EURE","","",4,"","",188
"11-Jul","racetrack",2,"21","EURE","","",4,"","",188
"11-Jul","racetrack",2,"20","EURE","","",4,"","",188
"11-Jul","racetrack",2,"19","EURE","","",4,"","",188
"11-Jul","racetrack",2,"14","EURE","","",4,"","",188
"11-Jul","racetrack",2,"10","EURE","","",4,"","",188
"11-Jul","racetrack",2,"8","EURE","","",4,"","",188
"11-Jul","racetrack",2,"7","EURE","","",4,"","",188
"11-Jul","racetrack",1,"9","EURE","","",5,"","",188
"11-Jul","racetrack",1,"8","EURE","","",5,"","",188
"11-Jul","racetrack",2,"25","EURE","","",5,"","",188
"11-Jul","racetrack",2,"22","EURE","","",5,"","",188
"11-Jul","racetrack",2,"21","EURE","","",5,"","",188
"11-Jul","racetrack",2,"18","EURE","","",5,"","",188
"11-Jul","racetrack",2,"9","EURE","","",5,"","",188
"11-Jul","racetrack",2,"9","EURE","","",5,"","",188
"11-Jul","racetrack",2,"8","EURE","","",5,"","",188
"11-Jul","racetrack",1,"2","EURE","","",6,"","",188
"11-Jul","racetrack",1,"1","EURE","","",6,"","",188
"11-Jul","racetrack",2,"19","EURE","","",6,"","",188
"11-Jul","racetrack",1,"24.9","EURE","4","",NA,"","Asplenium nidus",188
"11-Jul","racetrack",1,"33.5","EURE","5","",NA,"","FLIN",188
"11-Jul","racetrack",1,"38","EURE","1.8","",NA,"","FLIN (half dead)",188
"11-Jul","racetrack",1,"31.5","EURE","2.2","",NA,"","",188
"11-Jul","racetrack",1,"31.1","EURE","2.8","",NA,"","",188
"11-Jul","racetrack",1,"30.3","EURE","5.2","",NA,"","",188
"11-Jul","racetrack",1,"29.3","EURE","0.4","",NA,"","",188
"11-Jul","racetrack",1,"29.5","EURE","0.2","",NA,"","",188
"11-Jul","racetrack",1,"27.7","EURE","0.4","",NA,"","",188
"11-Jul","racetrack",1,"24.6","EURE","0.4","",NA,"","",188
"11-Jul","racetrack",1,"24.4","EURE","0.4","",NA,"","",188
"11-Jul","racetrack",1,"12.6","EURE","0.2","",NA,"","",188
"11-Jul","racetrack",1,"12.3","EURE","0.3","",NA,"","",188
"11-Jul","racetrack",1,"8.2","EURE","1.5","",NA,"","",188
"11-Jul","racetrack",1,"7.4","EURE","1.3","",NA,"","",188
"11-Jul","racetrack",1,"7","EURE","5.8","",NA,"","",188
"11-Jul","racetrack",1,"5.5","EURE","1.1","",NA,"","",188
"11-Jul","racetrack",1,"5.4","EURE","0.5","",NA,"","",188
"11-Jul","racetrack",1,"4.4","EURE","1.1","",NA,"","",188
"11-Jul","racetrack",1,"4.4","EURE","0.6","",NA,"","",188
"11-Jul","racetrack",1,"4.3","EURE","1","",NA,"","",188
"11-Jul","racetrack",1,"4","EURE","2.5","",NA,"","",188
"11-Jul","racetrack",1,"2.2","EURE","3.1","",NA,"","",188
"11-Jul","racetrack",1,"1.9","EURE","4.3","",NA,"","",188
"11-Jul","racetrack",1,"1.1","EURE","5.5","",NA,"","",188
"11-Jul","racetrack",1,"0.8","EURE","5.9","",NA,"","",188
"11-Jul","racetrack",1,"0.6","EURE","3.9","",NA,"","",188
"11-Jul","racetrack",2,"2.6","EURE","3.9","",NA,"","FLIN",188
"11-Jul","racetrack",2,"2.3","EURE","3.8","",NA,"","FLIN",188
"11-Jul","racetrack",2,"48.4","EURE","5.1","",NA,"","Jasminum",188
"11-Jul","racetrack",2,"45.5","EURE","3.7","",NA,"","Jasminum",188
"11-Jul","racetrack",2,"43.5","EURE","5","",NA,"","Jasminum",188
"11-Jul","racetrack",2,"38","EURE","2.9","",NA,"","Jasminum",188
"11-Jul","racetrack",2,"38.6","EURE","1.6","",NA,"","PASU",188
"11-Jul","racetrack",2,"46.9","EURE","4.7","",NA,"","PASU, FLIN",188
"11-Jul","racetrack",2,"15.8","EURE","5.1","",NA,"","Pyrrosia, dead vines",188
"11-Jul","racetrack",2,"48.9","EURE","0.3","",NA,"","",188
"11-Jul","racetrack",2,"45.5","EURE","0.6","",NA,"","",188
"11-Jul","racetrack",2,"41.4","EURE","3.6","",NA,"","",188
"11-Jul","racetrack",2,"40","EURE","0.2","",NA,"","",188
"11-Jul","racetrack",2,"40","EURE","0.6","",NA,"","",188
"11-Jul","racetrack",2,"38.7","EURE","0.3","",NA,"","",188
"11-Jul","racetrack",2,"38.4","EURE","0.6","",NA,"","",188
"11-Jul","racetrack",2,"37.6","EURE","0.3","",NA,"","",188
"11-Jul","racetrack",2,"37.2","EURE","0.3","",NA,"","",188
"11-Jul","racetrack",2,"37.2","EURE","1.1","",NA,"","",188
"11-Jul","racetrack",2,"36.5","EURE","3","",NA,"","",188
"11-Jul","racetrack",2,"36.1","EURE","4.2","",NA,"","",188
"11-Jul","racetrack",2,"35.5","EURE","0.4","",NA,"","",188
"11-Jul","racetrack",2,"34.3","EURE","5.1","",NA,"","",188
"11-Jul","racetrack",2,"29.3","EURE","2.9","",NA,"","",188
"11-Jul","racetrack",2,"29","EURE","5","",NA,"","",188
"11-Jul","racetrack",2,"28.5","EURE","4.8","",NA,"","",188
"11-Jul","racetrack",2,"25.8","EURE","4.5","",NA,"","",188
"11-Jul","racetrack",2,"23.6","EURE","2","",NA,"","",188
"11-Jul","racetrack",2,"22.4","EURE","2.3","",NA,"","",188
"11-Jul","racetrack",2,"21.8","EURE","3.8","",NA,"","",188
"11-Jul","racetrack",2,"21","EURE","0.5","",NA,"","",188
"11-Jul","racetrack",2,"20.4","EURE","0.4","",NA,"","",188
"11-Jul","racetrack",2,"19.7","EURE","0.1","",NA,"","",188
"11-Jul","racetrack",2,"19.2","EURE","5","",NA,"","",188
"11-Jul","racetrack",2,"17.7","EURE","3.2","",NA,"","",188
"11-Jul","racetrack",2,"17","EURE","3.1","",NA,"","",188
"11-Jul","racetrack",2,"17","EURE","3.8","",NA,"","",188
"11-Jul","racetrack",2,"16.4","EURE","0.9","",NA,"","",188
"11-Jul","racetrack",2,"15.5","EURE","1","",NA,"","",188
"11-Jul","racetrack",2,"15.1","EURE","0.2","",NA,"","",188
"11-Jul","racetrack",2,"14.3","EURE","0.6","",NA,"","",188
"11-Jul","racetrack",2,"11.2","EURE","4.7","",NA,"","",188
"11-Jul","racetrack",2,"10.4","EURE","4.5","",NA,"","",188
"11-Jul","racetrack",2,"9.5","EURE","5.1","",NA,"","",188
"11-Jul","racetrack",2,"9","EURE","6","",NA,"","",188
"11-Jul","racetrack",2,"8.7","EURE","6.5","",NA,"","",188
"11-Jul","racetrack",2,"8.1","EURE","5.2","",NA,"","",188
"11-Jul","racetrack",2,"7.7","EURE","5","",NA,"","",188
"11-Jul","racetrack",2,"7","EURE","4.8","",NA,"","",188
"11-Jul","racetrack",2,"6.4","EURE","1","",NA,"","",188
"11-Jul","racetrack",2,"5.9","EURE","1.2","",NA,"","",188
"11-Jul","racetrack",2,"5.5","EURE","5","",NA,"","",188
"11-Jul","racetrack",2,"4.7","EURE","4.8","",NA,"","",188
"11-Jul","racetrack",2,"3.7","EURE","4.8","",NA,"","",188
"11-Jul","racetrack",2,"2.8","EURE","4.6","",NA,"","",188
"11-Jul","racetrack",2,"2.7","EURE","2.7","",NA,"","",188
"11-Jul","racetrack",2,"1.5","EURE","3.8","",NA,"","",188
"11-Jul","racetrack",2,"0.7","EURE","3.8","",NA,"","",188
"11-Jul","racetrack",2,"0.6","EURE","3.8","",NA,"","",188
"11-Jul","racetrack",2,"0.3","EURE","3.8","",NA,"","",188
"11-Jul","racetrack",2,"0.2","EURE","3.8","",NA,"","",188
"11-Jul","ritd gate",1,"42.8","EURE","","",1,"","",1
"11-Jul","ritd grid",2,"16.7","EURE","","",1,"","",4
"11-Jul","ritd grid",2,"1.7","EURE","","",1,"","",4
"11-Jul","ritd grid",2,"1.3","EURE","","",9,"","",4
"11-Jul","ritd grid",1,"11.4","EURE","6.5","42",NA,"","",4
"9/8/2011","sblas",2,"20.7","EURE","0.6","",NA,"","",1
"9/1/2011","tangison",1,"32.1","EURE","","",1,"","",60
"9/1/2011","tangison",1,"22.5","EURE","","",1,"","",60
"9/1/2011","tangison",1,"21.7","EURE","","",1,"","",60
"9/1/2011","tangison",1,"9.7","EURE","","",1,"","",60
"9/1/2011","tangison",1,"7.7","EURE","","",1,"","",60
"9/1/2011","tangison",1,"1.1","EURE","","",1,"","",60
"9/1/2011","tangison",1,"0","EURE","","",1,"","",60
"9/1/2011","tangison",2,"44.6","EURE","","",1,"","",60
"9/1/2011","tangison",2,"43.6","EURE","","",1,"","",60
"9/1/2011","tangison",2,"42.5","EURE","","",1,"","",60
"9/1/2011","tangison",2,"37.2","EURE","","",1,"","",60
"9/1/2011","tangison",2,"30.1","EURE","","",1,"","",60
"9/1/2011","tangison",2,"29.7","EURE","","",1,"","",60
"9/1/2011","tangison",2,"27.7","EURE","","",1,"","",60
"9/1/2011","tangison",2,"21.3","EURE","","",1,"","",60
"9/1/2011","tangison",2,"17.1","EURE","","",1,"","",60
"9/1/2011","tangison",2,"16.1","EURE","","",1,"","",60
"9/1/2011","tangison",2,"15","EURE","","",1,"","",60
"9/1/2011","tangison",2,"9.4","EURE","","",1,"","",60
"9/1/2011","tangison",2,"7","EURE","","",1,"","",60
"9/1/2011","tangison",2,"6.9","EURE","","",1,"","",60
"9/1/2011","tangison",2,"6.5","EURE","","",1,"","",60
"9/1/2011","tangison",2,"6.5","EURE","","",1,"","",60
"9/1/2011","tangison",1,"1","EURE","","",2,"","",60
"9/1/2011","tangison",2,"18.4","EURE","","",2,"","",60
"9/1/2011","tangison",1,"7.7","EURE","9","",NA,"","Asplenium nidus, FLIN",60
"9/1/2011","tangison",1,"18.8","EURE","7.2","",NA,"","FLIN",60
"9/1/2011","tangison",1,"15.7","EURE","7","",NA,"","FLIN",60
"9/1/2011","tangison",1,"28.6","EURE","7.1","",NA,"","FLIN, Asplenium nidus",60
"9/1/2011","tangison",1,"47","EURE","6","",NA,"","FLIN, POSC, MIMI",60
"9/1/2011","tangison",1,"37.3","EURE","6.2","",NA,"","POSC, FLIN",60
"9/1/2011","tangison",1,"46.2","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",1,"44.4","EURE","1.8","",NA,"","",60
"9/1/2011","tangison",1,"38.7","EURE","0.6","",NA,"","",60
"9/1/2011","tangison",1,"38.3","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",1,"33.4","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",1,"33","EURE","0.2","",NA,"","",60
"9/1/2011","tangison",1,"32.3","EURE","0.5","",NA,"","",60
"9/1/2011","tangison",1,"32.2","EURE","0.7","",NA,"","",60
"9/1/2011","tangison",1,"30.9","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",1,"30.4","EURE","0.3","",NA,"","",60
"9/1/2011","tangison",1,"30.2","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",1,"29","EURE","0.3","",NA,"","",60
"9/1/2011","tangison",1,"26.9","EURE","0.6","",NA,"","",60
"9/1/2011","tangison",1,"20","EURE","1.1","",NA,"","",60
"9/1/2011","tangison",1,"16.5","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",1,"15.4","EURE","2.7","",NA,"","",60
"9/1/2011","tangison",1,"15.3","EURE","2.4","",NA,"","",60
"9/1/2011","tangison",1,"11.9","EURE","1","",NA,"","",60
"9/1/2011","tangison",1,"11.3","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",2,"12.7","EURE","1","",NA,"","FLIN",60
"9/1/2011","tangison",2,"44.4","EURE","0.3","",NA,"","",60
"9/1/2011","tangison",2,"30","EURE","9.1","",NA,"","",60
"9/1/2011","tangison",2,"22.8","EURE","0.3","",NA,"","",60
"9/1/2011","tangison",2,"18.7","EURE","0.3","",NA,"","",60
"9/1/2011","tangison",2,"18.3","EURE","0.2","",NA,"","",60
"9/1/2011","tangison",2,"11.7","EURE","0.4","",NA,"","",60
"9/1/2011","tangison",2,"6.7","EURE","1","",NA,"","",60
"8/25/2011","nblas",1,"9","EUTH","7.2","",NA,"","FLIN",2
"8/25/2011","nblas",1,"7","EUTH","0.4","",NA,"","",2
"11/3/2011","nw field",1,"28.5","EUTH","3.2","",NA,"","",2
"11/3/2011","nw field",1,"2.4","EUTH","5","",NA,"","",2
"11-Jul","racetrack",1,"18.3","EUTH","6.5","",NA,"","Pyrrosia, FLIN",2
"11-Jul","racetrack",1,"3.5","EUTH","6.1","",NA,"","",2
"9/8/2011","sblas",1,"25.9","EUTH","5.1","",NA,"","PASU",1
"7/19/2011","switchbacks",2,"49","EUTH","8","",NA,"","Jasminum",1
"10/6/2011","tartop",1,"23.3","EUTH","5.8","",NA,"","ASNI",1
"11/3/2011","nw field",1,"21.4","FIPR","6.9","",NA,"","ASNI, ASPO. Pyrrosia",2
"11/3/2011","nw field",1,"42.4","FIPR","4.2","",NA,"","",2
"7/19/2011","ritd gate",2,"49.8","FIPR","8","",NA,"","",3
"7/19/2011","ritd gate",2,"48.7","FIPR","7.2","",NA,"","",3
"7/19/2011","ritd gate",2,"37.3","FIPR","","",NA,"","",3
"9/8/2011","sblas",1,"22.5","FIPR","","",NA,"","",1
"10/6/2011","tartop",2,"41","FIPR","","",3,"","",7
"10/6/2011","tartop",1,"35.7","FIPR root","","",NA,"","",7
"10/6/2011","tartop",1,"50","FIPR roots","","",NA,"","",7
"10/6/2011","tartop",1,"49","FIPR roots","","",NA,"","",7
"10/6/2011","tartop",1,"32.3","FIPR roots","","",NA,"","",7
"10/6/2011","tartop",1,"27.3","FIPR roots","","",NA,"","",7
"10/6/2011","tartop",1,"16","FIPR roots","","",NA,"","",7
"11/3/2011","nw field",1,"46","FITI","4.2","",NA,"","",1
"11-Jul","ritd gate",1,"24","FITI","","",NA,"","",1
"10/5/2011","aafb golf",1,"27.9","FLIN","","",1,"","",6
"10/5/2011","aafb golf",1,"9.2","FLIN","","",1,"","",6
"10/5/2011","aafb golf",2,"39.8","FLIN","","",1,"","",6
"10/5/2011","aafb golf",2,"28.7","FLIN","","",1,"","",6
"10/5/2011","aafb golf",2,"10.3","FLIN","","",1,"","",6
"10/5/2011","aafb golf",1,"31.1","FLIN","0.1","",NA,"","",6
"8/24/2011","anao n",1,"46.5","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"30","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"17.5","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"15.9","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"15.3","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"14.8","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"6.3","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"5.6","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"38.2","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"35.2","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"32.2","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"30.3","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"29.5","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"28.3","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"27.5","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"24.4","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"20.6","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"14.4","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"13.1","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"11","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"10.3","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"9.7","FLIN","","",1,"","",70
"8/24/2011","anao n",2,"4.5","FLIN","","",1,"","",70
"8/24/2011","anao n",1,"19","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"18","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"14.8","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"13.6","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"12","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"10.1","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"0","FLIN","","",2,"","",70
"8/24/2011","anao n",2,"28.5","FLIN","","",2,"","",70
"8/24/2011","anao n",1,"19","FLIN","","",3,"","",70
"8/24/2011","anao n",1,"13","FLIN","","",3,"","",70
"8/24/2011","anao n",1,"12","FLIN","","",3,"","",70
"8/24/2011","anao n",1,"11","FLIN","","",3,"","",70
"8/24/2011","anao n",1,"2.1","FLIN","","",3,"","",70
"8/24/2011","anao n",1,"1","FLIN","","",3,"","",70
"8/24/2011","anao n",2,"22.6","FLIN","","",3,"","",70
"8/24/2011","anao n",1,"13.1","FLIN","","",4,"","",70
"8/24/2011","anao n",1,"7.7","FLIN","","",4,"","",70
"8/24/2011","anao n",1,"3.6","FLIN","","",4,"","",70
"8/24/2011","anao n",1,"2","FLIN","","",4,"","",70
"8/24/2011","anao n",1,"1","FLIN","","",4,"","",70
"8/24/2011","anao n",1,"48.1","FLIN","0.1","",NA,"YES","",70
"8/24/2011","anao n",1,"16.2","FLIN","0.4","",NA,"","",70
"8/24/2011","anao n",1,"15.9","FLIN","0.5","",NA,"","",70
"8/24/2011","anao n",1,"4.1","FLIN","","",NA,"","",70
"8/24/2011","anao n",2,"45.6","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"39.8","FLIN","0.2","",NA,"","",70
"8/24/2011","anao n",2,"34.7","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"33.1","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"31.9","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"28.3","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"27","FLIN","","",NA,"","",70
"8/24/2011","anao n",2,"26.7","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"26.7","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"26.7","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"26","FLIN","0.2","",NA,"","",70
"8/24/2011","anao n",2,"25.3","FLIN","","",NA,"","",70
"8/24/2011","anao n",2,"24.4","FLIN","0.6","",NA,"YES","",70
"8/24/2011","anao n",2,"23.2","FLIN","","",NA,"","",70
"8/24/2011","anao n",2,"22.3","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"21.4","FLIN","0.3","",NA,"","",70
"8/24/2011","anao n",2,"20.2","FLIN","0.2","",NA,"","",70
"8/24/2011","anao n",2,"17.6","FLIN","0.2","",NA,"","",70
"8/24/2011","anao n",2,"13.6","FLIN","0.8","",NA,"","",70
"8/24/2011","anao n",2,"13.6","FLIN","0.8","",NA,"","",70
"8/24/2011","anao n",2,"13.1","FLIN","1.2","",NA,"","",70
"8/24/2011","anao n",2,"4.3","FLIN","0.4","",NA,"","",70
"8/24/2011","anao n",2,"3.5","FLIN","0.3","",NA,"","",70
"7/27/2011","anao s",1,"8.4","FLIN","","",1,"","",49
"7/27/2011","anao s",1,"7.2","FLIN","","",1,"","",49
"7/27/2011","anao s",1,"6.1","FLIN","","",1,"","",49
"7/27/2011","anao s",2,"43.8","FLIN","","",1,"","",49
"7/27/2011","anao s",2,"42.9","FLIN","","",1,"","",49
"7/27/2011","anao s",2,"27.9","FLIN","","",1,"","",49
"7/27/2011","anao s",2,"42.3","FLIN","","",2,"","",49
"7/27/2011","anao s",2,"42","FLIN","","",2,"","",49
"7/27/2011","anao s",2,"39.1","FLIN","","",2,"","",49
"7/27/2011","anao s",2,"23.2","FLIN","","",2,"","",49
"7/27/2011","anao s",2,"42.5","FLIN","","",3,"","",49
"7/27/2011","anao s",2,"42","FLIN","","",3,"","",49
"7/27/2011","anao s",2,"41.5","FLIN","","",3,"","",49
"7/27/2011","anao s",1,"6","FLIN","","",4,"","",49
"7/27/2011","anao s",1,"5","FLIN","","",4,"","",49
"7/27/2011","anao s",1,"1","FLIN","","",4,"","",49
"7/27/2011","anao s",1,"1","FLIN","","",4,"","",49
"7/27/2011","anao s",1,"2","FLIN","","",5,"","",49
"7/27/2011","anao s",1,"0","FLIN","","",5,"","",49
"7/27/2011","anao s",2,"41","FLIN","","",5,"","",49
"7/27/2011","anao s",2,"40","FLIN","","",5,"","",49
"7/27/2011","anao s",1,"4","FLIN","","",9,"","",49
"7/27/2011","anao s",1,"3","FLIN","","",9,"","",49
"7/27/2011","anao s",1,"2","FLIN","","",9,"","",49
"7/27/2011","anao s",1,"3","FLIN","","",10,"","",49
"7/27/2011","anao s",1,"4","FLIN","","",15,"","",49
"7/27/2011","anao s",1,"5","FLIN","","",16,"","",49
"7/27/2011","anao s",1,"34.1","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",1,"34.1","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",1,"12","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",1,"9.1","FLIN","0.2","",NA,"YES","",49
"7/27/2011","anao s",1,"6.1","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",1,"6","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",2,"43.4","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",2,"43.2","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",2,"43.2","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",2,"42.5","FLIN","0.1","",NA,"YES","",49
"7/27/2011","anao s",2,"42.2","FLIN","0.2","",NA,"YES","",49
"7/27/2011","anao s",2,"41.4","FLIN","0.4","",NA,"","",49
"7/27/2011","anao s",2,"32.3","FLIN","0.3","",NA,"","",49
"7/27/2011","anao s",2,"32.1","FLIN","0.3","",NA,"","",49
"7/27/2011","anao s",2,"31.7","FLIN","0.3","",NA,"","",49
"7/27/2011","anao s",2,"31.7","FLIN","0.4","",NA,"","",49
"7/27/2011","anao s",2,"31.5","FLIN","0.5","",NA,"","",49
"7/27/2011","anao s",2,"31.2","FLIN","0.2","",NA,"","",49
"7/27/2011","anao s",2,"30.4","FLIN","1","",NA,"","",49
"7/27/2011","anao s",2,"27.5","FLIN","0.4","",NA,"","",49
"7/27/2011","anao s",2,"26.8","FLIN","0.3","",NA,"","",49
"7/27/2011","anao s",2,"26.5","FLIN","1.2","",NA,"","",49
"7/26/2011","gw",1,"45.3","FLIN","","",1,"","",174
"7/26/2011","gw",1,"43.5","FLIN","","",1,"","",174
"7/26/2011","gw",1,"42","FLIN","","",1,"","",174
"7/26/2011","gw",1,"39.8","FLIN","","",1,"","",174
"7/26/2011","gw",1,"34.2","FLIN","","",1,"","",174
"7/26/2011","gw",1,"33.5","FLIN","","",1,"","",174
"7/26/2011","gw",1,"33.1","FLIN","","",1,"","",174
"7/26/2011","gw",1,"32.7","FLIN","","",1,"","",174
"7/26/2011","gw",1,"30.4","FLIN","","",1,"","",174
"7/26/2011","gw",1,"26.3","FLIN","","",1,"","",174
"7/26/2011","gw",1,"16.5","FLIN","","",1,"","",174
"7/26/2011","gw",1,"14.2","FLIN","","",1,"","",174
"7/26/2011","gw",1,"13.5","FLIN","","",1,"","",174
"7/26/2011","gw",1,"7.3","FLIN","","",1,"","",174
"7/26/2011","gw",1,"5.6","FLIN","","",1,"","",174
"8/2/2011","gw",2,"44.3","FLIN","","",1,"","",174
"8/2/2011","gw",2,"39.6","FLIN","","",1,"","",174
"8/2/2011","gw",2,"39.3","FLIN","","",1,"","",174
"8/2/2011","gw",2,"3.1","FLIN","","",1,"","",174
"8/2/2011","gw",2,"1.9","FLIN","","",1,"","",174
"7/26/2011","gw",1,"47","FLIN","","",2,"","",174
"7/26/2011","gw",1,"46","FLIN","","",2,"","",174
"7/26/2011","gw",1,"42.6","FLIN","","",2,"","",174
"7/26/2011","gw",1,"42.4","FLIN","","",2,"","",174
"7/26/2011","gw",1,"34.7","FLIN","","",2,"","",174
"7/26/2011","gw",1,"34.6","FLIN","","",2,"","",174
"7/26/2011","gw",1,"32.1","FLIN","","",2,"","",174
"7/26/2011","gw",1,"17.3","FLIN","","",2,"","",174
"7/26/2011","gw",1,"16.2","FLIN","","",2,"","",174
"7/26/2011","gw",1,"16","FLIN","","",2,"","",174
"7/26/2011","gw",1,"14.5","FLIN","","",2,"","",174
"7/26/2011","gw",1,"10.9","FLIN","","",2,"","",174
"8/2/2011","gw",2,"47","FLIN","","",2,"","",174
"8/2/2011","gw",2,"46","FLIN","","",2,"","",174
"8/2/2011","gw",2,"4.6","FLIN","","",2,"","",174
"7/26/2011","gw",1,"46.3","FLIN","","",3,"","",174
"7/26/2011","gw",1,"36","FLIN","","",3,"","",174
"7/26/2011","gw",1,"35","FLIN","","",3,"","",174
"7/26/2011","gw",1,"27.7","FLIN","","",3,"","",174
"7/26/2011","gw",1,"22","FLIN","","",3,"","",174
"7/26/2011","gw",1,"17.8","FLIN","","",3,"","",174
"7/26/2011","gw",1,"15.5","FLIN","","",3,"","",174
"7/26/2011","gw",1,"15","FLIN","","",3,"","",174
"7/26/2011","gw",1,"6","FLIN","","",3,"","",174
"8/2/2011","gw",2,"48","FLIN","","",3,"","",174
"8/2/2011","gw",2,"47","FLIN","","",3,"","",174
"8/2/2011","gw",2,"39","FLIN","","",3,"","",174
"8/2/2011","gw",2,"38","FLIN","","",3,"","",174
"8/2/2011","gw",2,"28","FLIN","","",3,"","",174
"8/2/2011","gw",2,"27","FLIN","","",3,"","",174
"8/2/2011","gw",2,"20","FLIN","","",3,"","",174
"8/2/2011","gw",2,"19","FLIN","","",3,"","",174
"8/2/2011","gw",2,"16","FLIN","","",3,"","",174
"8/2/2011","gw",2,"11","FLIN","","",3,"","",174
"8/2/2011","gw",2,"10","FLIN","","",3,"","",174
"8/2/2011","gw",2,"6","FLIN","","",3,"","",174
"7/26/2011","gw",1,"36","FLIN","","",4,"","",174
